Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing,Broad Property Type,Latitude,Longitude
"Taman Desa, Kuala Lumpur",598000,3,2.0,2,Condominium (Corner),1110,Fully Furnished,Condo,3.1026,101.6857
"Sungai Besi, Kuala Lumpur",379000,2,2.0,1,Serviced Residence,800,Partly Furnished,Serviced Residence,3.0645,101.7162
"Bukit Bintang, Kuala Lumpur",630000,2,2.0,1,Condominium,1100,Fully Furnished,Condo,3.1466,101.7093
"Bukit Bintang, Kuala Lumpur",440000,1,1.0,1,Condominium,758,Fully Furnished,Condo,3.1466,101.7093
"Setapak, Kuala Lumpur",270000,2,2.0,1,Condominium (Intermediate),650,Unfurnished,Condo,3.2061,101.7271
"Sentul, Kuala Lumpur",520000,3,2.0,1,Condominium (Intermediate),948,Partly Furnished,Condo,3.189,101.6896
"KL City, Kuala Lumpur",824000,2,2.0,1,Condominium (Intermediate),778,Partly Furnished,Condo,3.1543,101.7155
"KL City, Kuala Lumpur",926000,2,2.0,1,Condominium (Intermediate),895,Partly Furnished,Condo,3.1543,101.7155
"KL City, Kuala Lumpur",710000,2,2.0,1,Condominium (Intermediate),697,Partly Furnished,Condo,3.1543,101.7155
"KLCC, Kuala Lumpur",2091000,3,2.0,1,Condominium (Intermediate),1114,Partly Furnished,Condo,3.1578,101.7123
"KLCC, Kuala Lumpur",1257000,2,2.0,1,Condominium (Intermediate),736,Partly Furnished,Condo,3.1578,101.7123
"KLCC, Kuala Lumpur",1891000,3,2.0,1,Condominium (Intermediate),971,Partly Furnished,Condo,3.1578,101.7123
"KLCC, Kuala Lumpur",1589000,2,2.0,1,Condominium (Intermediate),801,Partly Furnished,Condo,3.1578,101.7123
"Sentul, Kuala Lumpur",650000,4,2.0,2,Condominium (Corner),1355,Unfurnished,Condo,3.189,101.6896
"Sentul, Kuala Lumpur",650000,3,2.0,1,Condominium (Intermediate),1080,Partly Furnished,Condo,3.189,101.6896
"Jalan Ipoh, Kuala Lumpur",500000,3,2.0,1,Serviced Residence (Intermediate),1030,Partly Furnished,Serviced Residence,3.1934,101.6761
"Jalan Ipoh, Kuala Lumpur",419000,3,2.0,1,Serviced Residence (Intermediate),1030,Partly Furnished,Serviced Residence,3.1934,101.6761
"Jalan Ipoh, Kuala Lumpur",640000,4,3.0,1,Condominium (Corner),1500,Unfurnished,Condo,3.1934,101.6761
"Mont Kiara, Kuala Lumpur",1400000,4,2.0,1,Condominium,1496,Partly Furnished,Condo,3.1718,101.6501
"Cheras, Kuala Lumpur",500000,3,2.0,2,Condominium (Intermediate),1018,Partly Furnished,Condo,3.0958,101.7405
"Sri Petaling, Kuala Lumpur",850000,4,3.0,2,Condominium,1690,Partly Furnished,Condo,3.0671,101.6901
"City Centre, Kuala Lumpur",2000000,6,4.0,3,Condominium,3500,Fully Furnished,Condo,3.1554,101.714
"Desa ParkCity, Kuala Lumpur",1390000,3,2.0,2,Condominium (Intermediate),1377,Partly Furnished,Condo,3.1865,101.6341
"Mont Kiara, Kuala Lumpur",1400000,4,3.0,2,Condominium,2002,Partly Furnished,Condo,3.1718,101.6501
"Bangsar South, Kuala Lumpur",540000,2,1.0,1,Serviced Residence (Intermediate),648,Unfurnished,Serviced Residence,3.1124,101.6654
"Bangsar South, Kuala Lumpur",570000,1,1.0,1,Serviced Residence,638,Fully Furnished,Serviced Residence,3.1124,101.6654
"Taman Desa, Kuala Lumpur",430000,3,2.0,1,Condominium,938,Fully Furnished,Condo,3.1026,101.6857
"Setapak, Kuala Lumpur",460000,3,2.0,1,Condominium (Intermediate),1133,Partly Furnished,Condo,3.2061,101.7271
"Kuchai Lama, Kuala Lumpur",433000,3,2.0,1,Condominium (Corner),1004,Partly Furnished,Condo,3.0922,101.6862
"Setapak, Kuala Lumpur",440000,3,2.0,1,Condominium,1075,Partly Furnished,Condo,3.2061,101.7271
"Bukit Jalil, Kuala Lumpur",480000,3,2.0,1,Apartment (Intermediate),1045,Partly Furnished,Apartment,3.0593,101.6895
"Cheras, Kuala Lumpur",310000,3,2.0,1,Condominium (Corner),820,Partly Furnished,Condo,3.0958,101.7405
"Kuchai Lama, Kuala Lumpur",399000,3,2.0,1,Condominium (Corner),950,Partly Furnished,Condo,3.0922,101.6862
"Kuchai Lama, Kuala Lumpur",399000,3,2.0,1,Condominium (Corner),950,Partly Furnished,Condo,3.0922,101.6862
"Kuchai Lama, Kuala Lumpur",435000,3,2.0,1,Condominium (Intermediate),1000,Partly Furnished,Condo,3.0922,101.6862
"Bukit Jalil, Kuala Lumpur",620000,3,2.0,2,Condominium (Intermediate),1454,Fully Furnished,Condo,3.0593,101.6895
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",815000,4,3.0,2,Condominium (Corner),1578,Partly Furnished,Condo,3.0925,101.6748
"Bukit Jalil, Kuala Lumpur",620000,3,2.0,2,Condominium (Intermediate),1232,Fully Furnished,Condo,3.0593,101.6895
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",800000,3,2.0,2,Condominium (Intermediate),1392,Partly Furnished,Condo,3.0925,101.6748
"Mont Kiara, Kuala Lumpur",1250000,4,3.0,2,Condominium (Corner),1605,Fully Furnished,Condo,3.1718,101.6501
"Mont Kiara, Kuala Lumpur",2150000,4,4.0,3,Condominium (Corner),2535,Partly Furnished,Condo,3.1718,101.6501
"Mont Kiara, Kuala Lumpur",1700000,4,4.0,2,Condominium (Corner),2970,Fully Furnished,Condo,3.1718,101.6501
"Mont Kiara, Kuala Lumpur",2650000,5,4.0,3,Condominium (Corner),2906,Fully Furnished,Condo,3.1718,101.6501
"Desa ParkCity, Kuala Lumpur",1850000,4,4.0,2,Condominium (Corner),1690,Partly Furnished,Condo,3.1865,101.6341
"Kuchai Lama, Kuala Lumpur",495000,2,2.0,2,Condominium (EndLot),935,Partly Furnished,Condo,3.0922,101.6862
"Mont Kiara, Kuala Lumpur",1750000,4,4.0,3,Condominium (Corner),2648,Partly Furnished,Condo,3.1718,101.6501
"Mont Kiara, Kuala Lumpur",1200000,4,4.0,2,Condominium (Corner),1980,Partly Furnished,Condo,3.1718,101.6501
"Bukit Jalil, Kuala Lumpur",740000,3,2.0,3,Condominium (Corner),1212,Fully Furnished,Condo,3.0593,101.6895
"Mont Kiara, Kuala Lumpur",1720000,4,3.0,2,Condominium,2073,Unfurnished,Condo,3.1718,101.6501
"Mont Kiara, Kuala Lumpur",1150000,4,4.0,2,Condominium (Corner),2208,Fully Furnished,Condo,3.1718,101.6501
"Bukit Jalil, Kuala Lumpur",750000,3,2.0,3,Condominium (Intermediate),1328,Fully Furnished,Condo,3.0593,101.6895
"Titiwangsa, Kuala Lumpur",659999,3,2.0,1,Serviced Residence,1160,Fully Furnished,Serviced Residence,3.1752,101.7038
"Brickfields, Kuala Lumpur",1200000,3,2.0,2,Serviced Residence,1032,Fully Furnished,Serviced Residence,3.1291,101.6838
"Sungai Besi, Kuala Lumpur",530000,3,2.0,1,Condominium (Corner),1044,Partly Furnished,Condo,3.0645,101.7162
"Mont Kiara, Kuala Lumpur",1200000,3,2.0,1,Condominium,1200,Partly Furnished,Condo,3.1718,101.6501
"Taman Melawati, Kuala Lumpur",450000,3,2.0,1,Serviced Residence (Corner),1007,Partly Furnished,Serviced Residence,3.2117,101.7512
"Mont Kiara, Kuala Lumpur",1850000,4,4.0,2,Condominium,2038,Partly Furnished,Condo,3.1718,101.6501
"Mont Kiara, Kuala Lumpur",1100000,4,3.0,2,Condominium,1690,Fully Furnished,Condo,3.1718,101.6501
"City Centre, Kuala Lumpur",1750000,3,2.0,1,Serviced Residence,1442,Fully Furnished,Serviced Residence,3.1554,101.714
"Mont Kiara, Kuala Lumpur",1730000,5,4.0,3,Condominium (Corner),2318,Fully Furnished,Condo,3.1718,101.6501
"Mont Kiara, Kuala Lumpur",1120000,4,3.0,2,Serviced Residence (Corner),1650,Fully Furnished,Serviced Residence,3.1718,101.6501
"Mont Kiara, Kuala Lumpur",670000,2,2.0,1,Serviced Residence (Intermediate),913,Partly Furnished,Serviced Residence,3.1718,101.6501
"Mont Kiara, Kuala Lumpur",1020000,2,2.0,1,Serviced Residence (Intermediate),926,Fully Furnished,Serviced Residence,3.1718,101.6501
"Ampang Hilir, Kuala Lumpur",980000,2,2.0,1,Serviced Residence (Intermediate),942,Fully Furnished,Serviced Residence,3.1532,101.7475
"Mont Kiara, Kuala Lumpur",2950000,5,5.0,3,Condominium (Corner),3668,Partly Furnished,Condo,3.1718,101.6501
"Mont Kiara, Kuala Lumpur",1600000,4,4.0,2,Condominium,1878,Partly Furnished,Condo,3.1718,101.6501
"Bangsar, Kuala Lumpur",630000,2,1.0,1,Condominium,850,Partly Furnished,Condo,3.1283,101.6793
"Cheras, Kuala Lumpur",780000,4,3.0,2,Serviced Residence,1483,Fully Furnished,Serviced Residence,3.0958,101.7405
"Cheras, Kuala Lumpur",499900,4,2.0,1,Condominium (Intermediate),1142,Unfurnished,Condo,3.0958,101.7405
"Sungai Besi, Kuala Lumpur",345000,3,2.0,1,Condominium,800,Fully Furnished,Condo,3.0645,101.7162
"Setapak, Kuala Lumpur",410000,4,2.0,2,Condominium,950,Unfurnished,Condo,3.2061,101.7271
"Setapak, Kuala Lumpur",485000,3,2.0,1,Serviced Residence,1040,Partly Furnished,Serviced Residence,3.2061,101.7271
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",938000,3,3.0,2,Condominium (Intermediate),1523,Fully Furnished,Condo,3.0925,101.6748
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",1380000,4,4.0,4,Condominium (Corner),2638,Partly Furnished,Condo,3.0925,101.6748
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",1320000,5,4.0,3,Condominium (Corner),2128,Unfurnished,Condo,3.0925,101.6748
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",1420000,5,4.0,3,Condominium (Corner),2378,Unfurnished,Condo,3.0925,101.6748
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",1280000,5,4.0,3,Condominium (Intermediate),2128,Unfurnished,Condo,3.0925,101.6748
"Cheras, Kuala Lumpur",600000,4,4.0,2,Condominium (Intermediate),1392,Partly Furnished,Condo,3.0958,101.7405
"Sentul, Kuala Lumpur",1400000,4,5.0,4,Condominium,1783,Fully Furnished,Condo,3.189,101.6896
"Sentul, Kuala Lumpur",950000,4,4.0,1,Condominium,1381,Unfurnished,Condo,3.189,101.6896
"Sentul, Kuala Lumpur",950000,4,4.0,2,Condominium,1488,Partly Furnished,Condo,3.189,101.6896
"Sri Hartamas, Kuala Lumpur",2550000,6,4.0,2,Serviced Residence,3400,Fully Furnished,Serviced Residence,3.1665,101.6575
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",800000,3,2.0,1,Serviced Residence,1202,Fully Furnished,Serviced Residence,3.0925,101.6748
"KL Sentral, Kuala Lumpur",2800000,4,4.0,2,Serviced Residence,1873,Partly Furnished,Serviced Residence,3.1328,101.6851
"Bukit Bintang, Kuala Lumpur",2450000,2,2.0,1,Serviced Residence,1509,Fully Furnished,Serviced Residence,3.1466,101.7093
"Sri Hartamas, Kuala Lumpur",720000,3,2.0,1,Condominium (Intermediate),1246,Fully Furnished,Condo,3.1665,101.6575
"Mont Kiara, Kuala Lumpur",680000,1,1.0,1,Serviced Residence,634,Fully Furnished,Serviced Residence,3.1718,101.6501
"Wangsa Maju, Kuala Lumpur",390000,4,2.0,1,Apartment,1140,Partly Furnished,Apartment,3.2041,101.7372
"KLCC, Kuala Lumpur",2510000,3,3.0,2,Condominium (Intermediate),1798,Fully Furnished,Condo,3.1578,101.7123
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",750000,4,4.0,2,Condominium,1364,Fully Furnished,Condo,3.0925,101.6748
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",650000,3,2.0,1,Condominium (Intermediate),1215,Partly Furnished,Condo,3.0925,101.6748
"Bukit Bintang, Kuala Lumpur",900000,2,2.0,1,Serviced Residence (Intermediate),722,Fully Furnished,Serviced Residence,3.1466,101.7093
"Sri Petaling, Kuala Lumpur",435000,3,2.0,1,Condominium (Corner),1385,Partly Furnished,Condo,3.0671,101.6901
"KL City, Kuala Lumpur",968000,1,1.0,1,Serviced Residence,561,Partly Furnished,Serviced Residence,3.1543,101.7155
"KL City, Kuala Lumpur",985000,2,1.0,1,Serviced Residence,625,Partly Furnished,Serviced Residence,3.1543,101.7155
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",348000,3,2.0,2,Serviced Residence (Intermediate),950,Partly Furnished,Serviced Residence,3.0925,101.6748
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",680000,4,2.0,3,Serviced Residence,1094,Partly Furnished,Serviced Residence,3.0925,101.6748
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",590000,2,2.0,2,Serviced Residence (Corner),852,Partly Furnished,Serviced Residence,3.0925,101.6748
"Bukit Jalil, Kuala Lumpur",980000,4,4.0,2,Condominium (Intermediate),1513,Partly Furnished,Condo,3.0593,101.6895
"Taman Desa, Kuala Lumpur",500000,2,2.0,1,Serviced Residence,715,Partly Furnished,Serviced Residence,3.1026,101.6857
"KLCC, Kuala Lumpur",1450000,2,2.0,1,Serviced Residence (Intermediate),1076,Fully Furnished,Serviced Residence,3.1578,101.7123
"KLCC, Kuala Lumpur",1450000,1,1.0,1,Serviced Residence (Intermediate),900,Fully Furnished,Serviced Residence,3.1578,101.7123
"Cheras, Kuala Lumpur",499000,3,2.0,1,Condominium (Intermediate),1023,Fully Furnished,Condo,3.0958,101.7405
"KL City, Kuala Lumpur",1399000,3,3.0,2,Serviced Residence,1581,Fully Furnished,Serviced Residence,3.1543,101.7155
"KLCC, Kuala Lumpur",950000,1,1.0,1,Condominium,657,Partly Furnished,Condo,3.1578,101.7123
"KLCC, Kuala Lumpur",1268000,2,2.0,1,Condominium (Studio),976,Partly Furnished,Condo,3.1578,101.7123
"KLCC, Kuala Lumpur",1886000,4,3.0,2,Condominium,1535,Partly Furnished,Condo,3.1578,101.7123
"KLCC, Kuala Lumpur",1288000,2,2.0,1,Condominium (Studio),976,Partly Furnished,Condo,3.1578,101.7123
"Bukit Jalil, Kuala Lumpur",260000,2,1.0,1,Condominium (Intermediate),775,Unfurnished,Condo,3.0593,101.6895
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",360000,3,2.0,1,Apartment (Intermediate),949,Partly Furnished,Apartment,3.0925,101.6748
"Bukit Jalil, Kuala Lumpur",418000,3,2.0,1,Apartment (Intermediate),935,Partly Furnished,Apartment,3.0593,101.6895
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",400000,3,2.0,1,Apartment (Intermediate),1143,Partly Furnished,Apartment,3.0925,101.6748
"Kepong, Kuala Lumpur",530000,3,2.0,1,Condominium (Intermediate),1074,Partly Furnished,Condo,3.2126,101.637
"Kepong, Kuala Lumpur",610000,3,2.0,2,Condominium (Intermediate),930,Fully Furnished,Condo,3.2126,101.637
"Kepong, Kuala Lumpur",510000,3,2.0,1,Apartment (Intermediate),1138,Fully Furnished,Apartment,3.2126,101.637
"Bukit Jalil, Kuala Lumpur",370000,4,2.0,1,Condominium (Corner),1465,Unfurnished,Condo,3.0593,101.6895
"Mont Kiara, Kuala Lumpur",1450000,4,3.0,2,Condominium,2170,Partly Furnished,Condo,3.1718,101.6501
"Taman Tun Dr Ismail, Kuala Lumpur",1730000,3,3.0,2,Serviced Residence,1444,Partly Furnished,Serviced Residence,3.1518,101.6292
"Taman Melawati, Kuala Lumpur",600000,4,3.0,2,Serviced Residence,1253,Fully Furnished,Serviced Residence,3.2117,101.7512
"Setapak, Kuala Lumpur",1100000,4,3.0,2,Condominium (EndLot),1523,Fully Furnished,Condo,3.2061,101.7271
"Setapak, Kuala Lumpur",460000,3,2.0,2,Serviced Residence,1002,Fully Furnished,Serviced Residence,3.2061,101.7271
"City Centre, Kuala Lumpur",1400000,4,4.0,2,Condominium,2630,Fully Furnished,Condo,3.1554,101.714
"Setapak, Kuala Lumpur",660000,3,2.0,2,Condominium,1092,Partly Furnished,Condo,3.2061,101.7271
"Kuchai Lama, Kuala Lumpur",528000,3,2.0,2,Condominium (Intermediate),1313,Unfurnished,Condo,3.0922,101.6862
"KLCC, Kuala Lumpur",2300000,3,2.0,1,Serviced Residence,1325,Fully Furnished,Serviced Residence,3.1578,101.7123
"KLCC, Kuala Lumpur",1347906,1,1.0,1,Condominium,657,Partly Furnished,Condo,3.1578,101.7123
"KLCC, Kuala Lumpur",1190000,2,1.0,1,Serviced Residence,880,Fully Furnished,Serviced Residence,3.1578,101.7123
"KLCC, Kuala Lumpur",1500000,1,1.0,1,Serviced Residence,880,Fully Furnished,Serviced Residence,3.1578,101.7123
"Kuchai Lama, Kuala Lumpur",460000,3,2.0,1,Serviced Residence,935,Fully Furnished,Serviced Residence,3.0922,101.6862
"Jalan Kuching, Kuala Lumpur",330000,3,2.0,1,Apartment (Intermediate),950,Fully Furnished,Apartment,3.1864,101.6752
"KLCC, Kuala Lumpur",2150000,2,2.0,1,Serviced Residence (Intermediate),1270,Fully Furnished,Serviced Residence,3.1578,101.7123
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",630000,3,2.0,2,Serviced Residence,909,Partly Furnished,Serviced Residence,3.0925,101.6748
"Sri Petaling, Kuala Lumpur",688000,3,4.0,2,Condominium (EndLot),1541,Partly Furnished,Condo,3.0671,101.6901
"Bukit Jalil, Kuala Lumpur",570000,3,2.0,2,Condominium (EndLot),1076,Fully Furnished,Condo,3.0593,101.6895
"Bukit Jalil, Kuala Lumpur",310000,2,1.0,1,Apartment (Intermediate),762,Fully Furnished,Apartment,3.0593,101.6895
"Sri Petaling, Kuala Lumpur",515000,3,2.0,2,Condominium,1065,Partly Furnished,Condo,3.0671,101.6901
"Sri Petaling, Kuala Lumpur",600000,3,2.0,2,Condominium,1257,Partly Furnished,Condo,3.0671,101.6901
"Sri Petaling, Kuala Lumpur",515000,3,2.0,1,Serviced Residence,980,Partly Furnished,Serviced Residence,3.0671,101.6901
"Kuchai Lama, Kuala Lumpur",480000,3,2.0,2,Serviced Residence (Intermediate),935,Fully Furnished,Serviced Residence,3.0922,101.6862
"Bukit Bintang, Kuala Lumpur",988000,1,1.0,1,Serviced Residence,818,Fully Furnished,Serviced Residence,3.1466,101.7093
"Mont Kiara, Kuala Lumpur",950000,4,3.0,1,Condominium (Intermediate),1828,Partly Furnished,Condo,3.1718,101.6501
"Kuchai Lama, Kuala Lumpur",680000,3,3.0,2,Condominium (Intermediate),1421,Partly Furnished,Condo,3.0922,101.6862
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",350000,3,2.0,1,Serviced Residence,950,Partly Furnished,Serviced Residence,3.0925,101.6748
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",638000,3,2.0,2,Condominium (Intermediate),935,Fully Furnished,Condo,3.0925,101.6748
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",599000,2,2.0,1,Serviced Residence (Intermediate),852,Partly Furnished,Serviced Residence,3.0925,101.6748
"KL Sentral, Kuala Lumpur",2080000,3,3.0,1,Serviced Residence (Corner),1625,Fully Furnished,Serviced Residence,3.1328,101.6851
"Cheras, Kuala Lumpur",745000,3,2.0,2,Condominium (Intermediate),1300,Partly Furnished,Condo,3.0958,101.7405
"Cheras, Kuala Lumpur",780000,3,2.0,2,Condominium (Intermediate),1280,Partly Furnished,Condo,3.0958,101.7405
"Kuchai Lama, Kuala Lumpur",898000,4,4.0,2,Condominium (EndLot),1477,Partly Furnished,Condo,3.0922,101.6862
"KL City, Kuala Lumpur",1170000,2,2.0,1,Serviced Residence,717,Partly Furnished,Serviced Residence,3.1543,101.7155
"Pantai, Kuala Lumpur",860000,3,2.0,2,Condominium (Intermediate),1253,Fully Furnished,Condo,3.1136,101.6633
"Bangsar, Kuala Lumpur",2450000,5,6.0,3,Condominium (Intermediate),3414,Partly Furnished,Condo,3.1283,101.6793
"Cheras, Kuala Lumpur",399000,3,2.0,1,Condominium,1060,Partly Furnished,Condo,3.0958,101.7405
"Ampang, Kuala Lumpur",300000,3,2.0,1,Townhouse (Intermediate),900,Partly Furnished,Townhouse,3.1589,101.7615
"Cheras, Kuala Lumpur",520000,3,2.0,1,Condominium (Intermediate),1100,Fully Furnished,Condo,3.0958,101.7405
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",890000,3,2.0,1,Condominium,1550,Partly Furnished,Condo,3.0925,101.6748
"Setapak, Kuala Lumpur",600000,4,2.0,2,Condominium (Corner),1500,Partly Furnished,Condo,3.2061,101.7271
"Mont Kiara, Kuala Lumpur",2380000,5,4.0,3,Condominium (Corner),3055,Fully Furnished,Condo,3.1718,101.6501
"Mont Kiara, Kuala Lumpur",1550000,4,4.0,3,Condominium (Corner),2648,Fully Furnished,Condo,3.1718,101.6501
"Ampang, Kuala Lumpur",2150000,4,3.0,2,Condominium (Intermediate),1838,Fully Furnished,Condo,3.1589,101.7615
"Mont Kiara, Kuala Lumpur",700000,2,2.0,1,Condominium,1000,Fully Furnished,Condo,3.1718,101.6501
"Mont Kiara, Kuala Lumpur",1400000,5,4.0,2,Condominium (Intermediate),2028,Partly Furnished,Condo,3.1718,101.6501
"Mont Kiara, Kuala Lumpur",1120000,4,3.0,2,Serviced Residence,1650,Fully Furnished,Serviced Residence,3.1718,101.6501
"Mont Kiara, Kuala Lumpur",1800000,5,3.0,3,Condominium (Corner),2580,Fully Furnished,Condo,3.1718,101.6501
"Mont Kiara, Kuala Lumpur",1090000,3,3.0,1,Condominium (Corner),1690,Fully Furnished,Condo,3.1718,101.6501
"Mont Kiara, Kuala Lumpur",1180000,4,3.0,2,Condominium,1668,Partly Furnished,Condo,3.1718,101.6501
"Mont Kiara, Kuala Lumpur",1150000,5,4.0,2,Condominium (Corner),1787,Fully Furnished,Condo,3.1718,101.6501
"Mont Kiara, Kuala Lumpur",880000,3,2.0,1,Condominium,1280,Fully Furnished,Condo,3.1718,101.6501
"Sungai Besi, Kuala Lumpur",680000,3,2.0,3,Condominium,1140,Fully Furnished,Condo,3.0645,101.7162
"City Centre, Kuala Lumpur",700000,3,3.0,2,Condominium,1267,Fully Furnished,Condo,3.1554,101.714
"Setapak, Kuala Lumpur",260000,1,1.0,1,Condominium (Intermediate),580,Partly Furnished,Condo,3.2061,101.7271
"Setapak, Kuala Lumpur",620000,3,2.0,2,Serviced Residence (Intermediate),1270,Partly Furnished,Serviced Residence,3.2061,101.7271
"Pantai, Kuala Lumpur",495000,3,2.0,1,Condominium (Intermediate),1023,Fully Furnished,Condo,3.1136,101.6633
"Setapak, Kuala Lumpur",565000,3,2.0,1,Condominium (Intermediate),1102,Partly Furnished,Condo,3.2061,101.7271
"KLCC, Kuala Lumpur",1380000,1,1.0,2,Serviced Residence,925,Partly Furnished,Serviced Residence,3.1578,101.7123
"Bandar Menjalara, Kuala Lumpur",438000,4,2.0,1,Serviced Residence (Corner),1001,Fully Furnished,Serviced Residence,3.2015,101.6295
"Sentul, Kuala Lumpur",1650000,5,5.0,2,Condominium,2049,Partly Furnished,Condo,3.189,101.6896
"Sentul, Kuala Lumpur",880000,3,3.0,2,Condominium,910,Fully Furnished,Condo,3.189,101.6896
"Sentul, Kuala Lumpur",1400000,5,5.0,2,Condominium,2049,Unfurnished,Condo,3.189,101.6896
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",835000,4,3.0,2,Condominium (Intermediate),1205,Partly Furnished,Condo,3.0925,101.6748
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",820000,4,2.0,2,Condominium (Intermediate),1092,Partly Furnished,Condo,3.0925,101.6748
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",730000,2,2.0,2,Condominium (Corner),895,Fully Furnished,Condo,3.0925,101.6748
"Setapak, Kuala Lumpur",550000,3,2.0,2,Serviced Residence,1095,Fully Furnished,Serviced Residence,3.2061,101.7271
"Sentul, Kuala Lumpur",589000,3,2.0,2,Condominium,1230,Partly Furnished,Condo,3.189,101.6896
"Sentul, Kuala Lumpur",500000,3,2.0,2,Condominium,1230,Unfurnished,Condo,3.189,101.6896
"Bukit Bintang, Kuala Lumpur",1280000,2,2.0,1,Serviced Residence,1044,Fully Furnished,Serviced Residence,3.1466,101.7093
"City Centre, Kuala Lumpur",700000,3,3.0,2,Condominium,1267,Fully Furnished,Condo,3.1554,101.714
